Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48262138103,50857047931,53755062488,56510369721,61039183880,68323207997,74455044974,83110917542,93037939354,1.01361E+11,1.14859E+11,1.25832E+11,1.38452E+11,1.44827E+11,1.57395E+11,1.68218E+11,1.88882E+11,2.05678E+11,1.98814E+11,1.88913E+11,1.9758E+11,2.05441E+11,2.12759E+11,2.21468E+11,2.37861E+11,3.24699E+11,3.42012E+11,3.75592E+11,4.11092E+11,
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06818E+11,4.72657E+11,4.97133E+11,5.14204E+11,5.17246E+11,5.40146E+11,5.78491E+11,5.91303E+11,6.10981E+11,6.25104E+11,6.76516E+11,6.96738E+11,7.59181E+11,8.40823E+11,9.01232E+11,9.58948E+11,1.03736E+12,1.15211E+12,1.17746E+12,1.19839E+12,1.28265E+12,1.34409E+12,1.18826E+12,1.15473E+12,1.16804E+12,1.04126E+12,1.08247E+12,1.17267E+12,,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28909E+11,47914015610,64978047376,86665616268,91928142177,95845481780,1.08357E+11,1.33635E+11,1.82244E+11,2.17381E+11,2.25366E+11,2.35619E+11,2.22831E+11,1.5184E+11,2.40375E+11,2.5877E+11,2.93683E+11,3.05727E+11,3.37318E+11,3.51376E+11,3.78229E+11,4.15269E+11,4.80149E+11,5.1081E+11,4.90334E+11,3.66382E+11,3.58564E+11,4.12028E+11,4.1969E+11,
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600595320,5777051761,5709351960,5921388742,6266090355,6404938220,6661505050,7294477172,7861902335,8189172393,8356728789,9054991351,9351404737,9444135743,10400238283,11048355267,11874033577,12823194504,13749851619,13356922908,12596521436,13005319158,13446448680,14296625815,14966416225,16119986191,17871049849,19081163389,20478352358,
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70601694346,78628484638,86660397770,92365758577,1.01345E+11,1.10303E+11,1.17955E+11,1.24859E+11,1.31597E+11,1.38333E+11,1.56778E+11,1.6047E+11,1.65727E+11,1.59339E+11,1.71642E+11,1.72084E+11,1.81034E+11,1.97168E+11,2.00503E+11,2.05741E+11,2.19744E+11,2.37167E+11,2.50715E+11,2.75197E+11,2.81083E+11,2.96964E+11,3.23415E+11,3.39528E+11,3.57633E+11,
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05518E+12,1.10764E+12,1.14234E+12,1.15943E+12,1.20966E+12,1.27067E+12,1.30879E+12,1.35785E+12,1.42384E+12,1.45719E+12,1.54214E+12,1.59788E+12,1.63968E+12,1.67154E+12,1.70333E+12,1.74666E+12,1.88471E+12,1.99308E+12,2.08972E+12,2.04684E+12,2.0855E+12,2.17317E+12,2.17238E+12,2.18738E+12,2.20026E+12,2.24152E+12,2.42015E+12,2.52952E+12,2.58594E+12,
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11533097219,12499987323,13034863768,14600285784,15118349061,15798079551,16069050927,16159722990,15960100480,16360156939,16872854998,17474853987,18105809166,19118195450,19892783423,20695771852,21940221748,22852210765,23107608374,22274033602,22203226227,23059255171,23275287569,24136865164,24565084701,25416022991,26717553502,28035430606,29275748219,
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14844710879,15626631007,18965901147,20314360569,21782743112,23615301551,24549664117,25799076452,26870552291,28187882297,30041411234,32317830657,34728010706,36844828671,41078358533,45808649268,51014553449,56667792702,61948222314,65838992888,68145712352,71368816212,73200969045,77863810794,80629736512,85703096637,87751813375,96238499622,1.00496E+11,
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41653E+12,2.58363E+12,2.66492E+12,2.71393E+12,2.79941E+12,2.93648E+12,3.08295E+12,3.16985E+12,3.16936E+12,3.20702E+12,3.4043E+12,3.49311E+12,3.58886E+12,3.6942E+12,3.8773E+12,4.04573E+12,4.23071E+12,4.41623E+12,4.45643E+12,4.25098E+12,4.48078E+12,4.57319E+12,4.7467E+12,4.96705E+12,4.98657E+12,5.13602E+12,5.08031E+12,5.17297E+12,5.24758E+12,
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35211E+11,1.24407E+11,1.20498E+11,1.12005E+11,99982546323,93708532660,95901486627,99213641751,98424035641,1.02541E+11,1.15107E+11,1.33512E+11,1.48915E+11,1.65787E+11,1.86594E+11,2.1107E+11,2.40725E+11,2.69192E+11,2.83484E+11,2.89073E+11,3.13789E+11,3.44049E+11,3.60232E+11,4.13374E+11,4.27478E+11,4.45211E+11,4.77022E+11,4.48473E+11,4.78232E+11,
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35028645240,36734100247,37270856967,38288666586,40135858576,42782994533,45372991466,46374592155,48439544312,50271759077,51703788259,54835094419,56007069845,58720068893,63378878335,69213282881,75923212951,83303737590,85121369080,88606663756,97173951010,1.05263E+11,1.12466E+11,1.26162E+11,1.41185E+11,1.60987E+11,1.78326E+11,2.02672E+11,2.2073E+11,
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11178565682,10649281397,9379214933,8117117840,6625299211,6397341271,6975996954,7799899548,8055052788,8470079347,9129344599,9826071950,9979765015,10879735298,11957726650,12308557488,13074519440,14572681450,16104295073,16695427115,16810323169,18183659161,19632075161,22961827045,24986581412,27651526316,32230240872,31280403475,33163861907,
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267445521,7502253244,8418125259,9077813464,9604335900,10167135123,11624352502,13157248091,14447101551,15641120651,17286715656,19587772828,22874162699,26104736363,29543563141,32133608685,32406650490,34739220892,37972104979,42401564253,45764934450,48648439643,52596999302,57946083366,62890960722,69253363003,
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91329588.97,94418132.52,97416939.08,100592193.5,104511600.9,106703032.8,110498438.9,114277261.8,123141408.6,122997492.6,133606262,134528921.3,141832677.2,147365114.9,148866744.9,161104803.8,165898344.4,173821467.6,173496445.5,176222458.5,176628828.1,183193721.9,195507202.4,207322984,209771180.4,234075309.1,248773766.3,254335004.9,265743788.8,
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376838489.9,382319595.1,407724901.4,445776155,479431046.6,515833349.2,555970588.5,604149198.7,607978210.4,636611989.6,718577803.2,774854645.6,806550269.3,793233182.6,847643900.1,958788476.2,1016624529,1043399847,1132706365,1102895716,1082981619,1125819318,1072188258,1115095340,1216046587,1224875584,1286826340,1319637697,1391308739,
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54675E+11,4.04634E+11,4.39413E+11,4.80622E+11,5.36077E+11,5.99699E+11,6.57058E+11,7.07971E+11,6.76769E+11,7.64178E+11,8.50046E+11,9.08001E+11,9.89824E+11,1.02378E+12,1.10286E+12,1.16589E+12,1.25072E+12,1.35449E+12,1.40571E+12,1.39665E+12,1.50472E+12,1.55945E+12,1.61127E+12,1.64478E+12,1.70446E+12,1.82433E+12,1.91129E+12,1.98509E+12,2.04677E+12,
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59162342429,81150072417,89875075500,96217552983,98572225395,1.02752E+11,1.07714E+11,1.07314E+11,1.14864E+11,1.17633E+11,1.23096E+11,1.47106E+11,1.66536E+11,1.89942E+11,2.10395E+11,2.28992E+11,2.39235E+11,2.24001E+11,2.21239E+11,2.47608E+11,2.74931E+11,2.72968E+11,2.58342E+11,1.79551E+11,1.74975E+11,2.06276E+11,2.13933E+11,
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59919E+12,2.78757E+12,2.9282E+12,3.06166E+12,3.27484E+12,3.37884E+12,3.56086E+12,3.80918E+12,3.93662E+12,3.99081E+12,4.23065E+12,4.34627E+12,4.42291E+12,4.59092E+12,5.00207E+12,5.38926E+12,5.89153E+12,6.38985E+12,6.81851E+12,6.78818E+12,7.28586E+12,7.84405E+12,8.20675E+12,8.56047E+12,8.74846E+12,8.69395E+12,8.88232E+12,9.35958E+12,9.72493E+12,
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368170315,4709919300,5085086519,5513348532,6090520217,6655447585,7246864921,7878428045,8283204720,9016737929,9752854228,10540006231,11340427710,12251831520,13381581512,14779141490,16538791521,18273244303,20086359308,21757808474,23888227745,26347634541,31202399385,34600907559,38995776608,41582298179,46853998028,50463792572,54922827701,
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10803115050,16690955830,19877571239,22539181797,24886344196,27046706732,30650305951,31507763428,33030376942,33331161587,34533530987,36646055823,38500001391,40480489109,44186651692,46815292310,49052654827,55075404442,61339612736,68021629746,74345025195,76594536463,82428172257,88477227481,94417024677,98500957020,1.04005E+11,1.09545E+11,1.12438E+11,
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829657803,2976170476,3137011756,2232050959,2352193147,2553556432,2842453957,3197126918,3492215780,3705356117,3977186837,4393239387,4871588540,5702324255,6030906009,5783793763,6332589262,7126900130,7389760352,
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91205951590,96675513746,97054365515,97644210414,1.12403E+11,1.20579E+11,1.39095E+11,1.52619E+11,1.66674E+11,1.74449E+11,1.7439E+11,1.8528E+11,71733711997,1.52651E+11,1.2558E+11,90996326485,78431959499,72119611548,87111448382,96327263872,
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869319402.9,902093934.1,996031040.2,1025576291,1064220771,1105530755,1158675091,1170473773,1258057376,1310304079,1340248623,1322967561,1349490424,1433171031,1578713493,1621210212,1773748939,1859059980,1989547510,1975565543,2004657899,2131246978,2073444192,2134464354,2179402235,2227477501,2346839458,2457793928,2539244373,
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76525E+12,2.96762E+12,3.12748E+12,3.27653E+12,3.50629E+12,3.62971E+12,3.83117E+12,4.10231E+12,4.24783E+12,4.31247E+12,4.57211E+12,4.70559E+12,4.79358E+12,4.98021E+12,5.4305E+12,5.84808E+12,6.41859E+12,6.95576E+12,7.39266E+12,7.35858E+12,7.90515E+12,8.51981E+12,8.91558E+12,9.30422E+12,9.51679E+12,9.4754E+12,9.68188E+12,1.01995E+13,1.06013E+13,
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44041E+11,4.6768E+11,4.83177E+11,4.96899E+11,5.13365E+11,5.54283E+11,5.9682E+11,6.3627E+11,6.69254E+11,7.09228E+11,7.58789E+11,8.18175E+11,8.7253E+11,9.3793E+11,1.02691E+12,1.14243E+12,1.26507E+12,1.4057E+12,1.53326E+12,1.6225E+12,1.74773E+12,1.85332E+12,1.98126E+12,2.13764E+12,2.31772E+12,2.43265E+12,2.56345E+12,2.77084E+12,2.97877E+12,
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04928E+11,3.16088E+11,3.13703E+11,3.21919E+11,3.31082E+11,3.51979E+11,3.75422E+11,3.96213E+11,4.13725E+11,4.35513E+11,4.59678E+11,4.93906E+11,5.18733E+11,5.52941E+11,6.02311E+11,6.60969E+11,7.1905E+11,7.85908E+11,8.49431E+11,9.01417E+11,9.76213E+11,1.0288E+12,1.06035E+12,1.14631E+12,1.24722E+12,1.32853E+12,1.43423E+12,1.54655E+12,1.66997E+12,
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39966574542,43218775910,46148650806,50501772445,54468624524,58669377754,62013870588,67123965400,71068723507,75195282933,81488854986,81989294207,86588197086,93435315263,1.01175E+11,1.10839E+11,1.2295E+11,1.34834E+11,1.45635E+11,1.51938E+11,1.6603E+11,1.83744E+11,2.10689E+11,2.23393E+11,2.33864E+11,2.42353E+11,2.59206E+11,2.71679E+11,2.87228E+11,
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39856E+12,3.56307E+12,3.7575E+12,3.91893E+12,4.12267E+12,4.42296E+12,4.77428E+12,5.04375E+12,5.14376E+12,5.47355E+12,5.84396E+12,6.23963E+12,6.62139E+12,7.16147E+12,7.86872E+12,8.65393E+12,9.54223E+12,1.04895E+13,1.11741E+13,1.18293E+13,1.27837E+13,1.3698E+13,1.48886E+13,1.57639E+13,1.65465E+13,1.72286E+13,1.81623E+13,1.93233E+13,2.09223E+13,
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09831E+13,1.15108E+13,1.20151E+13,1.26484E+13,1.32958E+13,1.41483E+13,1.51752E+13,1.61708E+13,1.65294E+13,1.7403E+13,1.88029E+13,1.99575E+13,2.12066E+13,2.29022E+13,2.53669E+13,2.81052E+13,3.16222E+13,3.52821E+13,3.84578E+13,4.00924E+13,4.36296E+13,4.7373E+13,5.08201E+13,5.38182E+13,5.60434E+13,5.7156E+13,5.95921E+13,6.31621E+13,6.79062E+13,
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380831905,1526978552,1670419902,1770013726,1915914981,2020462155,2172614069,2291930977,2353365790,2398708121,2547371849,2695963314,2758430087,2937770837,3067918452,3273132516,3514830795,3783682644,4117242955,4238005055,4563052057,4967221274,5045869523,5577599864,6142728820,6745444421,6799303268,6243487372,6468113503,
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30019E+12,5.54995E+12,5.72932E+12,6.13036E+12,6.55064E+12,7.07008E+12,7.57282E+12,8.10954E+12,8.40577E+12,8.90089E+12,9.74607E+12,1.04751E+13,1.13172E+13,1.23764E+13,1.37534E+13,1.5334E+13,1.75655E+13,1.9882E+13,2.20324E+13,2.30295E+13,2.51932E+13,2.76944E+13,2.98266E+13,3.16687E+13,3.28335E+13,3.31136E+13,3.42589E+13,3.6201E+13,3.90625E+13,
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21492726075,22964402176,25270202755,27553343462,27565323899,29604692441,32805212034,36132747528,41214452085,44008465206,48263291602,53893968504,61698982117,66344339089,57437546514,62112596123,69113557961,73635737735,78911079132,82564270190,83730597415,88699845604,95659970670,1.00385E+11,
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11324271457,12719226238,13245798385,14129218630,14982332386,16191526680,17116837816,17967628356,18855147271,21794057204,24154411064,24679209789,26222378150,27115969641,29341820787,31733108754,36836477090,40307717243,42362971851,40987695882,43434533307,47690524462,48646428611,51940075107,56353766041,59096856502,64399672528,67280181469,71000340500,
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14835390947,13642369950,14192922395,15730664530,16985720476,17666600812,18981986128,21077692576,23223235583,25192922037,27608294804,30977938494,34922333588,39883039015,42383912500,36273304548,36917843178,40760565612,43313156236,45672616675,47540328805,49103820600,51740645049,55332554898,59250542687,
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9311014594,9978091254,11562697950,12450588975,13257196881,13981393933,14177701720,14381866283,13879010239,13747240782,14862289982,15627028668,17294496887,19668413436,25601993712,28527148430,33303529407,39138977065,41254444700,42118204702,53373511218,66297551189,75359756296,88614944268,90633845336,70217084008,70417283274,79017384059,85347522701,
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63790009521,70706042173,70800338630,71941032544,81257017166,78476434768,89800943967,89923770195,97518322233,99996017345,1.04187E+11,1.14266E+11,1.19697E+11,1.29187E+11,1.39029E+11,1.48079E+11,1.64116E+11,1.74476E+11,1.88406E+11,1.97898E+11,2.07843E+11,2.23316E+11,2.25677E+11,2.35385E+11,2.33044E+11,2.47398E+11,2.52197E+11,2.64289E+11,2.78822E+11,
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9406862425,9016135211,9322670952,8810827855,8636982989,9016173136,9775986306,10705207507,11623678290,12819921645,14210698942,15343499453,16228338732,17834433427,16892170522,18302326116,19771747783,20917450428,24828276799,25218449961,30234620826,34632672569,32101220496,34001218844,
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14070132927,13628168699,14104076887,14740948379,15044942316,15623412323,16251363071,17142193553,18016808174,19128479037,20486973966,22196252650,19689742058,22017798502,23799202525,25670110191,27775266133,30301286782,32964265021,31894017423,32465464442,33666784883,34296668722,35322229194,36715070248,37486145958,40002821161,40514544581,43395914282,
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570177743,1724582302,1901647672,2067177689,2226528636,2363844377,2320427419,2528456474,2929532795,3189921611,2857433736,3712603229,4106412498,4583370939,4284461795,4649285283,5153016195,5438423233,6140138449,6956386962,7628135964,8279741216,8929621693,9777272818,
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06335E+12,2.21297E+12,2.36733E+12,2.48309E+12,2.59045E+12,2.71525E+12,2.89423E+12,3.04041E+12,3.22251E+12,3.32796E+12,3.59735E+12,3.72494E+12,3.84978E+12,4.12071E+12,4.57246E+12,4.93994E+12,5.37822E+12,5.80515E+12,6.18353E+12,6.27732E+12,6.67242E+12,7.0422E+12,7.35908E+12,7.44819E+12,7.52524E+12,6.84685E+12,6.80366E+12,7.28149E+12,7.6507E+12,
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78415E+11,7.3198E+11,7.78108E+11,7.58247E+11,8.12704E+11,7.77544E+11,8.45411E+11,9.18871E+11,9.77197E+11,1.0186E+12,1.09678E+12,1.11631E+12,1.1376E+12,1.18362E+12,1.26314E+12,1.34178E+12,1.48521E+12,1.56005E+12,1.6539E+12,1.63728E+12,1.74113E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17193E+12,2.22816E+12,2.38209E+12,2.47008E+12,2.57385E+12,
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94470651.77,97751255.31,107118212.2,116242360.4,125702868.2,138879390.5,126851668.2,120721652.1,121080115.9,121286594.7,125676953.6,137200551.5,144585247,144890639.7,150203847.1,158421351.3,164306045.4,173391814.4,164827438.9,168481932.2,183322966.6,185737266.3,184812388.4,195046900.9,196868917.5,202140371.1,207021010,219513754.7,233011656.7,
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07031E+13,1.12199E+13,1.17232E+13,1.23472E+13,1.29845E+13,1.38172E+13,1.48216E+13,1.57968E+13,1.61409E+13,1.6994E+13,1.83688E+13,1.94924E+13,2.07168E+13,2.23787E+13,2.47949E+13,2.74763E+13,3.09335E+13,3.45262E+13,3.76394E+13,3.92266E+13,4.26911E+13,4.63788E+13,4.97881E+13,5.27066E+13,5.48475E+13,5.58966E+13,5.82446E+13,6.17152E+13,6.63455E+13,
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031889968,10701187856,10226493312,9686845451,9719748667,9812934776,10111035480,10433496959,10937042529,11547107900,12470457965,12316151428,12919307891,13352939693,14564214341,15987123545,17708652910,19089297653,21537255766,22599596775,23362604496,24064053754,24558723391,26269767463,27776033065,28759629601,31370165477,32379133927,34628881002,
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6795669753,7850639961,7771104776,8207577113,8699705793,8963930295,9772119134,10420664062,11335849373,12155097725,12419261970,14643170658,15336847773,17046214069,17778214172,19529947676,21059040798,22380231098,23904629892,25213907159,26888560170,28339693401,28237533031,29877482761,32457374144,35461933166,39331143496,41620766202,44723722443,
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306477603,3632159928,3889198547,4159738631,4488655653,4873437392,5192573161,5790339197,6113966260,6574206015,7579551495,7711814804,8141803906,8345515438,8587623294,8978261672,9411261868,10123957966,10722899596,10790130415,11535695775,11899313545,12364441831,13239174495,14510405709,16108943539,17744776947,19556041260,21100068067,
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17581265616,18057566099,20253368819,21985392577,24134029354,26352084607,28563476259,30698147498,32864748770,36988275508,43013181680,48943084081,55696001979,64584074847,75319280589,88203816507,1.02756E+11,1.18169E+11,1.32822E+11,1.47954E+11,1.64098E+11,1.76894E+11,1.91628E+11,2.08261E+11,2.21948E+11,2.27956E+11,2.29829E+11,2.46653E+11,2.68327E+11,
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17567E+12,1.19367E+12,1.2783E+12,1.3448E+12,1.39306E+12,1.46128E+12,1.57613E+12,1.65803E+12,1.79021E+12,1.89651E+12,2.02949E+12,2.12232E+12,2.22842E+12,2.32928E+12,2.58059E+12,2.78145E+12,3.02523E+12,3.29599E+12,3.48335E+12,3.6001E+12,3.83305E+12,3.88609E+12,4.0215E+12,4.05067E+12,4.04587E+12,3.82106E+12,3.84933E+12,4.08479E+12,,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3632173681,4113971338,4329955868,4489672451,4805727470,5106761555,6424631549,7665442943,8524385781,8059255439,8452202532,8974030332,8603940442,9237491991,9557926298,10164369015,11324388004,12263398816,13254360230,
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7309392734,6899644002,6403662838,6347657118,6621580015,7191496829,7486855196,7912729922,8269044004,8645988584,8940570943,9406455279,10007490707,10907345508,12391145512,13703932273,15326665411,17351254386,19263123792,19163741461,20621063955,24691841190,28889861356,30403005655,32502625100,32283784218,32835671819,35222426053,38687544088,
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785681591,4105475560,3942800039,4463614874,4856916974,5070543655,5741930562,6500984115,7226754314,8188945584,8471510397,9703969456,10773268755,11733401432,13004768124,14299988012,16162120586,17879435285,19555819593,20949030568,22568181851,24745386724,25813698347,27783155073,29953098080,34937911153,37978732581,36775580596,38962857121,
