Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Jamaica,JAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8591.401393,8935.337344,9029.68919,9786.448452,9825.099932,9958.081319,9849.855517,9642.257619,9327.067577,9339.5754,9343.471404,9398.325818,9521.451953,9810.0936,9883.128886,9916.919511,10151.06004,10245.01507,10111.9944,9625.168132,9434.711313,9545.428505,9432.769741,9425.107974,9436.05811,9470.797195,9550.810094,9598.370957,9737.981656
Jordan,JOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7453.394366,7196.587698,8073.555334,7997.306955,7998.583553,8163.05065,8079.87239,8147.981663,8229.937045,8362.05502,8562.646254,8849.922837,9185.488584,9362.537423,9898.318856,10360.48975,10776.75152,11166.30199,11423.82589,11460.76394,11130.98373,10820.5015,10520.15687,10272.38221,10115.98415,9970.590308,9867.022203,9841.169557,9853.927213
Japan,JPN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32070.75734,33063.99895,33261.73414,33007.8945,33222.3081,34003.24142,34968.69265,35260.85496,34768.36359,34617.49864,35520.27153,35578.77181,35538.02048,36003.9955,36785.38635,37393.49388,37900.45745,38483.15474,38043.89845,35987.78013,37489.5601,37515.71387,38137.4684,38956.48264,39154.38132,39675.29155,39962.99551,40800.84039,41205.96471
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13475.6399,11918.59137,11294.73658,10323.87012,9154.928193,8552.785645,8726.725019,9016.416013,8999.104219,9330.532288,10275.76187,11682.84179,12827.23108,13973.07868,15208.43924,16536.01541,18112.77988,19500.47894,19900.05629,19614.73532,20751.25724,21970.08525,22702.58019,23720.81746,24355.75612,24290.41763,24210.86296,24862.96612,25549.9674
Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.73768,3140.251448,3016.206004,2933.036336,2919.303375,2958.171807,2992.353534,2922.117846,2934.966171,2920.726987,2858.656481,2886.87212,2824.985946,2830.095333,2894.711461,2982.855774,3089.528783,3211.042361,3130.657986,3146.431973,3319.299362,3428.442725,3490.694342,3600.379129,3697.401726,3812.635761,3940.216167,4035.570209,4192.802198
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167.221968,4684.30736,3987.443339,3370.04128,2694.117512,2522.68329,2661.714102,2883.266855,2899.620811,2961.289334,3085.022624,3218.51031,3188.549388,3377.120342,3570.951064,3524.703415,3595.21251,3865.311608,4150.434015,4218.984721,4149.297509,4343.265371,4262.995519,4634.755322,4724.411687,4808.626512,4914.256285,5046.691535,5120.392484
Cambodia,KHM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.752001,1109.236251,1180.393722,1212.815549,1226.164706,1250.163809,1375.105826,1488.74308,1567.346114,1639.752829,1748.998045,1898.792521,2116.867239,2309.322719,2507.534733,2636.043498,2599.059831,2711.977916,2857.933108,3017.344707,3186.315191,3358.433011,3537.546068,3727.467434,3928.373688,4160.451841
Kiribati,KIR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.669316,2101.173241,2089.15685,2080.883085,2090.421663,2062.100394,2065.689697,2066.489573,2165.034336,2095.346082,2188.741126,2120.053941,2163.654587,2169.052379,2094.478285,2154.713441,2107.584594,2101.816674,2011.309202,1983.884722,1927.420002,1924.479658,1984.07873,2038.572485,1996.569839,2173.739175,2252.874073,2227.920995,2239.370377
St. Kitts and Nevis,KNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15160.97469,14834.12541,15346.51273,16215.88091,16877.74395,17593.09957,18445.27084,19529.64488,19269.65512,19710.79353,21535.00258,22455.65678,22721.88313,21660.64361,22258.37669,24138.64137,24589.98703,24351.58205,25712.44437,24634.66816,23707.81102,23930.86775,23191.31906,24224.26919,25522.07858,25569.85639,26077.63326,25355.70557,25900.0228
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12484.67904,13641.64313,14334.34992,15160.99265,16390.98356,17779.89517,18948.78796,19883.64174,18660.5726,20623.71167,22277.20089,23107.34153,24681.71655,25274.34265,26407.87472,27385.91541,28652.57336,30065.69054,30682.45229,30740.90766,32575.37729,33515.97934,34104.53463,34932.88833,35874.10021,36681.14604,37606.11154,38649.1552,39492.26782
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63725.00452,63284.79486,61687.68373,59725.91774,55035.21551,54985.00467,53578.64164,54322.87371,63008.68754,68234.11665,73155.71738,75224.52353,75581.21696,73023.06281,63886.22188,58810.28305,60887.45778,61417.17737,58995.49296,56647.58939,54834.40097,54709.01419,50855.66395,50478.64002
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10701.74069,10863.13363,10940.03194,11209.4541,11602.82123,11447.38362,11709.54377,12125.39443,12242.48331,12108.10945,12353.77317,12200.26312,12087.98199,12219.61087,12704.58747,13035.36883,13529.33069,14077.09277,14430.29297,13951.63307,14715.42456,15213.27482,15417.18055,15685.28465,15757.59029,15688.05624,15536.69554,15695.31141,15786.18528
Lao PDR,LAO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.572515,1992.477883,2046.653245,2111.550127,2227.939355,2330.15476,2438.901088,2555.348038,2608.043295,2750.088804,2861.272377,2977.798086,3106.009127,3245.185009,3399.344427,3584.319668,3830.396264,4052.839683,4296.490779,4542.179885,4850.177395,5158.833138,5489.037728,5841.880042,6193.346856,6543.666806,6896.129388,7257.807932,7592.819798
Lebanon,LBN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709.418999,11053.5901,12224.495,12831.44892,13230.62373,13584.80784,14773.45035,14734.41028,15129.39374,14832.04071,14659.42719,14656.95506,14465.65277,14230.9319,14527.39748,14515.64733,14573.45783,15909.38148,17390.3103,18946.81164,19890.8887,19111.5636,18439.4595,17719.53792,17050.81022,16413.2276,16233.32551,16081.50591,16026.49408
Liberia,LBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.015468,1686.195861,1708.692461,1173.306195,1181.546158,1212.069697,1265.867484,1333.422223,1370.908953,1387.328253,1420.046611,1488.278386,1561.30612,1652.18916,1621.34578,1580.478874,1516.355714,1515.64325,1497.004477
Libya,LBY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16402.81247,16746.1445,16192.95902,15782.99318,17553.40479,18048.82479,19883.32531,20858.37467,21856.95136,22128.98531,21684.85786,22539.72476,8479.877931,18806.63448,16159.95635,12201.10971,11022.33995,10592.33863,13237.36543,14080.35275
St. Lucia,LCA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10658.21503,10547.32825,11244.40058,11179.92926,11227.58859,11284.87512,11461.41928,11225.06382,11766.36801,11926.74394,11800.54,11293.8831,11254.61024,11651.38897,12398.81658,12226.97066,12830.26442,12919.18139,13372.95726,13009.39837,12909.20308,13331.82994,13210.54727,12886.46109,13001.64183,12971.71233,13313.10385,13582.3488,13628.42477
Latin America & Caribbean,LCN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10781.59733,10960.16635,11080.79383,11361.94946,11758.43535,11646.68991,11926.23292,12365.27741,12509.9428,12388.81127,12647.19401,12521.56738,12422.05016,12567.4696,13088.49908,13433.77518,13942.99669,14498.07941,14857.71904,14379.21816,15140.57768,15658.54337,15896.53476,16183.7158,16263.31982,16213.15533,16075.31028,16228.93648,16334.30313
Least developed countries: UN classification,LDC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.259433,1463.74864,1428.06397,1387.700631,1359.661903,1399.943648,1442.985965,1471.819272,1489.876278,1517.670411,1546.144008,1590.931315,1628.924164,1675.517045,1744.718125,1839.362988,1934.967681,2051.17458,2149.317126,2206.362387,2294.42442,2355.314244,2445.330733,2531.889184,2622.087844,2694.317999,2759.33662,2846.082441,2917.972346
Low income,LIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.787958,1537.006533,1424.355374,1374.133181,1329.030751,1341.128533,1366.06032,1372.402592,1370.420958,1383.367292,1382.577561,1415.445124,1421.628661,1447.028175,1497.534192,1552.90555,1602.428791,1668.774089,1730.767145,1781.171421,1860.068683,1921.516509,1994.574025,2067.2436,2147.668247,2201.610011,2251.226911,2322.900225,2386.258903
Liechtenstein,LIE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910.529274,4041.438438,4171.425312,4412.486011,4615.893356,4830.148117,4979.741424,5268.990779,5488.707196,5694.480764,5999.40374,5864.796043,6049.096724,6354.574175,6644.208508,7001.919127,7481.055962,7930.71347,8342.916882,8578.273659,9202.691702,9909.185053,10801.39552,11081.37566,11523.05217,11989.30246,12389.55691,12669.2546,12939.45763
Lower middle income,LMC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947.49336,2913.110169,2925.690811,2902.827472,2908.404527,2985.308099,3094.41208,3150.397616,3122.231517,3212.517093,3295.421468,3384.900235,3475.68244,3627.891993,3818.961955,4003.603772,4215.189224,4440.499685,4566.089883,4706.86977,4947.093813,5113.157289,5291.255346,5502.174572,5724.474674,5958.263465,6217.328675,6482.973907,6758.415087
Low & middle income,LMY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416.280939,4364.068755,4304.546838,4327.322617,4339.764502,4417.811753,4563.164324,4696.495973,4712.147253,4816.50632,5010.469977,5120.021245,5282.561034,5520.654259,5856.05632,6180.782725,6578.447135,7034.237629,7321.522847,7407.147842,7851.47606,8205.544588,8516.975249,8845.507019,9144.38009,9409.553903,9723.080706,10087.21567,10443.23862
Lesotho,LSO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.173081,1424.633365,1489.755854,1508.234807,1564.858235,1584.623825,1642.438499,1674.055961,1674.717817,1664.182006,1717.560998,1776.168007,1794.23431,1886.71894,1930.517336,2007.263917,2098.665328,2203.433748,2351.689903,2398.728742,2545.986139,2703.668142,2847.263544,2889.243716,2948.955066,3006.166085,3079.024925,2985.297671,2995.211053
Late-demographic dividend,LTE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.470535,5232.941478,5099.761508,5180.058197,5259.383107,5448.410026,5629.480153,5843.212885,5892.042263,6100.898968,6476.859593,6749.269497,7090.792543,7518.539601,8066.330973,8611.246864,9327.398644,10180.31413,10790.67436,11006.04293,11771.73372,12491.824,13112.83401,13721.88274,14278.93114,14760.55444,15264.96049,15908.86771,16607.67078
Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10671.47194,11306.69204,12335.05877,13352.52022,13295.00965,13901.87083,14931.41943,16069.37836,17907.73164,19296.18522,21128.55156,23058.60595,25921.21174,26877.45484,23151.42381,23992.4516,26019.19801,27381.38053,28644.14531,29905.00279,30801.42261,31992.64518,33821.19545,35389.97749
Luxembourg,LUX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67951.39814,72842.81751,73189.60567,75247.12554,77065.57013,77078.90255,77092.57307,80479.18307,84288.87677,90210.7479,96340.29743,97610.65344,100282.7172,100685.6136,102850.2733,104501.9081,108174.2549,115415.4347,111920.0414,105077.9515,108196.7938,108505.455,105557.2657,106914.9503,108911.3489,110951.9888,113553.599,112822.6058,114109.9725
Latvia,LVA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9529.183485,9492.153507,9844.088267,10831.50383,11630.09377,12056.70742,12854.61902,13844.56142,15003.03819,16426.73558,17992.23264,20141.68049,22743.81188,25225.70924,24639.15108,21482.76651,20953.3436,22679.49014,23911.87409,24732.01859,25444.17792,26489.7585,27207.14579,28488.92361,30038.46505
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48452.81799,48831.19929,53998.99596,55589.53339,56787.69244,57485.90217,56101.05828,54832.04996,51270.25553,49011.71325,50689.73044,50944.53232,54156.77805,58976.97785,72944.40942,76985.08382,85302.15641,95553.44952,96739.3276,95939.34082,117537.9597,139736.9253,149070.6774,161938.7493,156514.1338,120294.8958,117335.5878,126918.2265,131908.1542
St. Martin (French part),MAF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923.210209,4130.377584,3972.29107,3875.441647,4215.939961,3926.852973,4349.242837,4223.342669,4470.652547,4462.65001,4492.425795,4763.148222,4853.347121,5081.979215,5263.322978,5373.032281,5712.717115,5845.487723,6118.302228,6299.670905,6456.258425,6703.876831,6809.832434,7018.236715,7104.525483,7324.986823,7303.983463,7514.508102,7641.37367
Monaco,MCO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.158357,5372.1385,5480.854331,5124.354894,4959.535126,5074.377062,5395.967326,5830.339124,6232.667046,6710.469118,7231.32842,7599.52478,7845.669398,8473.747919,7975.384143,8550.170636,9052.86654,9000.658921,9817.296296,10314.40964,10360.82959,10942.55087,11651.31745,12266.09791
Madagascar,MDG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.212141,1686.244283,1656.517932,1641.329601,1591.064284,1569.205667,1553.661897,1561.060898,1571.946933,1594.188032,1618.775345,1664.039991,1409.442054,1501.323371,1533.748948,1557.648184,1588.787222,1639.882183,1700.696333,1587.567028,1553.40502,1534.940176,1538.516682,1531.778991,1540.745614,1546.766706,1565.867096,1584.422722,1613.104706
Maldives,MDV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10597.41216,11207.78,11934.47205,12608.47694,13138.89602,13357.48714,12521.13676,13071.45567,14451.38667,14900.86223,12606.61823,15515.89553,16329.71806,17447.4685,15730.67525,16304.39456,17014.44665,16707.62063,17132.43874,17567.21012,17283.3103,17582.65706,17988.69,18508.51472
Middle East & North Africa,MEA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605.48708,10791.00079,11087.24973,11078.49977,11078.08424,11071.19198,11359.07402,11492.03908,11795.636,11779.74127,12207.14739,12147.61111,12122.67524,12559.41335,13262.83293,13647.30214,14139.94865,14559.7927,14919.62896,14725.75116,15138.00284,15373.64546,15613.0337,15695.99166,15853.09353,15991.95838,16493.71082,16478.98849,16620.80497
Mexico,MEX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14971.38994,15316.03232,15573.81873,15598.41376,16091.17696,14830.95745,15583.24959,16392.57556,16979.68678,17191.56561,17783.12496,17464.29067,17219.2785,17231.72155,17661.62422,17815.19483,18346.87834,18490.45516,18424.32719,17194.65681,17816.62012,18213.42491,18622.707,18628.19128,18907.46306,19288.24559,19612.22907,19795.8685,19992.23014
Marshall Islands,MHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388.229532,3311.828882,3487.72222,3653.725209,3838.898069,4134.271311,3702.742901,3469.775354,3447.769247,3399.970794,3423.602814,3609.718913,3676.987499,3544.078485,3510.732947,3540.127455,3531.253587,3610.650528,3359.447809,3403.347209,3652.950179,3614.747198,3517.492075,3634.098933,3584.766515,3625.325685,3653.867131,3780.93897,3894.177419
Middle income,MIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4669.88789,4619.847606,4565.404562,4596.634388,4616.586294,4704.298061,4864.218301,5012.392536,5033.693801,5150.820936,5366.851821,5489.793974,5672.81563,5937.952052,6308.806639,6668.726924,7110.335695,7616.10605,7937.950158,8038.731923,8533.532626,8930.576353,9280.090215,9649.261401,9986.011139,10288.83076,10647.28191,11061.97553,11470.43117
North Macedonia,MKD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11401.74786,10713.87651,10033.86111,9306.075908,9153.185867,9044.083453,9122.787174,9207.156196,9459.303089,9809.596993,10203.30503,9851.500424,9968.94956,10168.19741,10624.76338,11109.23201,11663.73618,12404.98746,13071.84594,13014.10288,13440.15824,13743.05481,13668.585,14056.23067,14554.44734,15104.32063,15523.97923,15551.9674,15958.98991
Mali,MLI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.461238,1550.992705,1464.638887,1471.715417,1486.816697,1461.255326,1524.298678,1557.257256,1632.127663,1679.402564,1631.844905,1828.448743,1829.211112,1935.083167,1903.88091,1963.765921,1988.716685,1990.638094,2017.369301,2044.006417,2087.663747,2090.677799,2012.87837,2000.364931,2080.013069,2140.265953,2198.021152,2248.26493,2288.546568
Malta,MLT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18179.22517,18802.95919,19482.95891,20153.64735,21094.33787,22276.40383,22966.58112,23991.67372,25057.99981,26085.62036,27672.52834,27632.54395,28245.41417,28774.03226,28708.15882,29605.05939,30036.81729,31125.47841,31958.47896,30937.45144,31876.51025,32156.64787,32758.31187,33790.96948,36006.72591,38961.05091,40240.78654,41786.50224,43085.32394
Myanmar,MMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.3917382,589.5630573,638.7214981,669.5852468,711.4714629,751.9239157,790.4544586,824.4625258,861.6519395,944.1646693,1061.567503,1169.34162,1296.86054,1462.699685,1646.895292,1855.634146,2083.33464,2318.090274,2540.042942,2790.095416,3037.720111,3183.053446,3388.342268,3642.757545,3901.615759,4142.759718,4355.492065,4620.478464,4877.183203
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6839.911685,6631.697893,6769.574207,6787.111847,6749.584024,6790.512296,7052.347348,7145.522751,7463.775342,7647.395089,7865.190505,7920.303369,8048.348539,8152.089748,8600.203314,8830.500092,9167.832158,9574.981594,9782.320864,9882.962417,10207.07219,10023.10298,10081.8759,10074.1298,10133.85621,10137.60719,10695.6955,10844.34781,10991.66369
Montenegro,MNE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12593.30623,13250.77141,12038.10399,12432.84778,12519.11576,12706.44809,12970.03242,13520.11182,14064.51289,15250.3701,16266.45434,17410.41945,16366.32123,16783.05091,17306.69458,16821.13974,17401.1326,17694.33775,18283.98811,18818.88917,19704.25905,20709.67197
Mongolia,MNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983.76444,4481.208662,4020.046169,3858.790945,3911.266332,4128.906625,4187.393867,4314.865804,4421.25457,4517.57256,4528.954057,4619.958135,4791.718277,5074.418489,5551.467146,5883.371701,6305.818272,6858.327926,7360.687406,7153.4321,7479.797402,8613.298079,9488.339607,10383.75128,10980.3352,11022.95648,10940.41507,11311.79382,11913.27047
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.3251025,481.7798517,436.7188693,463.977386,475.2208069,469.1355872,506.1041168,548.2916228,587.7796477,640.1779214,630.6797311,687.1426904,729.2788512,756.9221465,793.168857,821.7415913,876.4002778,918.317911,958.5732874,991.5819782,1027.339709,1073.478711,1120.129607,1165.409437,1217.09021,1262.613081,1273.783084,1283.65987,1289.543001
Mauritania,MRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.128834,2799.885555,2779.496576,2867.948894,2709.929684,2901.286903,2993.421728,2800.747233,2806.297337,2945.604898,2856.393849,2835.946236,2777.016263,2861.608133,2941.55254,3115.356093,3598.817675,3595.533443,3531.029185,3394.174862,3453.627955,3511.12968,3606.462084,3714.914711,3809.051254,3716.494288,3678.437904,3686.09628,3712.440027
Mauritius,MUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7989.529896,8254.316211,8676.973886,9010.484481,9252.715908,9566.824921,9998.617114,10435.79837,10953.67688,11097.6902,11890.58865,12191.92742,12303.10685,12938.15268,13413.99326,13571.8356,14165.95449,14909.17086,15655.60432,16131.70698,16797.81724,17454.78008,18014.99115,18579.37416,19240.22471,19897.4754,20646.933,21415.11611,22211.16492
Malawi,MWI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.4324704,715.15647,656.8562195,718.7102836,642.772466,742.7762871,782.9365921,793.4614587,801.9140583,803.3212794,794.4323544,736.2058082,730.7177312,753.967749,775.3461317,780.1359883,794.9088104,847.1826657,886.2587152,932.8676348,968.7796116,987.1204226,977.3917138,999.4413222,1027.208496,1027.229606,1024.601072,1037.545868,1045.860964
Malaysia,MYS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10308.02209,10993.13941,11665.82507,12502.85917,13317.93415,14262.77838,15293.79715,15998.72827,14451.45633,14968.4315,15920.04994,15654.95812,16158.64272,16754.56175,17541.78363,18117.5567,18756.07073,19550.66321,20107.28617,19446.64386,20540.23315,21293.2702,22136.4059,22860.29162,23910.76628,24792.48828,25546.44158,26648.32965,27536.9185
North America,NAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39660.33703,39032.95378,39779.69464,40345.39088,41479.06672,42095.16787,43113.56595,44495.90302,45910.13818,47532.41949,48982.94676,48994.85338,49441.36022,50454.19029,51892.50956,53280.27429,54327.0372,55033.30809,54484.86593,52607.87868,53519.68106,54016.77932,54790.08678,55419.42027,56370.48179,57467.34687,57905.34522,58819.89322,60122.62021
Namibia,NAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6060.708726,6362.525234,6637.554118,6372.479168,6333.168657,6434.408017,6497.992643,6634.004861,6719.380606,6818.898391,6936.254007,6905.971374,7127.819358,7320.91763,8095.82277,8169.654187,8601.087489,8904.330814,8975.311395,8839.014842,9205.484253,9504.488595,9812.309936,10183.5592,10640.21133,11085.58124,11005.0184,10707.16553,10450.10578
New Caledonia,NCL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.1287306,815.0716754,737.2285923,723.1379151,726.8284636,720.4662521,719.5990311,713.8736112,760.804235,729.8858629,694.0924108,716.845626,711.7777013,722.361418,696.7553406,701.4661136,714.8921493,710.200423,749.4329288,716.2773266,746.9166877,734.9212995,790.5772371,800.3380011,827.6795258,830.6983821,838.6139578,846.5198869,867.6433914
Nigeria,NGA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3259.643037,3189.089071,3253.694356,3108.674658,2977.090193,2901.768335,2949.20009,2961.198417,2962.892214,2906.723773,2977.041548,3075.003131,3458.070747,3619.14029,3854.008007,3997.439693,4130.403219,4288.270131,4458.622265,4690.379631,4932.334987,5056.892427,5131.37375,5329.123068,5516.386504,5514.770455,5284.891949,5190.354386,5155.808473
